rel_ID,:START_ID,:END_ID,:TYPE,description,relationship_type
r_7308ef64,d_c4a7291b,n_0c882fcd,CONTAINS,The DesignPattern domain contains Unit of Work,hierarchical
r_b72f4680,d_c4a7291b,n_85ba08b4,CONTAINS,The DesignPattern domain contains Expression Tree,hierarchical
r_46b4bf80,d_c4a7291b,n_c5cfc22b,CONTAINS,The DesignPattern domain contains Filter Chain,hierarchical
r_4ab8dead,d_c4a7291b,n_36457e90,CONTAINS,The DesignPattern domain contains Identity Map,hierarchical
r_d22d09c9,d_c4a7291b,n_7f60bf31,CONTAINS,The DesignPattern domain contains EchoFactory,hierarchical
r_cb53653f,d_c4a7291b,n_a5d4b4a3,CONTAINS,The DesignPattern domain contains Object-Relational Mapping,hierarchical
r_9579f34d,d_c4a7291b,n_1390b227,CONTAINS,The DesignPattern domain contains Type-Safe URLs,hierarchical
r_0135b6a9,d_c4a7291b,n_2bd4a59b,CONTAINS,The DesignPattern domain contains Builder,hierarchical
r_1aa5b10c,d_c4a7291b,n_e833df2d,CONTAINS,The DesignPattern domain contains Template Language,hierarchical
r_42b29bdf,d_c4a7291b,n_6ed562a0,CONTAINS,The DesignPattern domain contains Widget,hierarchical
r_186560fe,d_c4a7291b,n_acacf377,CONTAINS,The DesignPattern domain contains RESTful Feature,hierarchical
r_780e4fab,d_c4a7291b,n_8c4c8c71,CONTAINS,The DesignPattern domain contains Task Dependency Management,hierarchical
r_d27519cc,d_c4a7291b,n_93f513d5,CONTAINS,The DesignPattern domain contains User Interface,hierarchical
r_68f278ab,d_c4a7291b,n_8604ec74,CONTAINS,The DesignPattern domain contains Integration with Existing Technologies,hierarchical
r_f5e9c107,d_c4a7291b,n_9984764f,CONTAINS,The DesignPattern domain contains Knotty User Interface,hierarchical
r_fbc0e492,d_c4a7291b,n_b1989a62,CONTAINS,The DesignPattern domain contains Hob User Interface,hierarchical
r_6a4c95b4,d_c4a7291b,n_9254e453,CONTAINS,The DesignPattern domain contains Queueing,hierarchical
r_e24ab5a1,d_c4a7291b,n_c2798abb,CONTAINS,The DesignPattern domain contains Eventual Consistency,hierarchical
r_2d173af3,d_c4a7291b,n_d021d5f9,CONTAINS,The DesignPattern domain contains Factory Method,hierarchical
r_19929134,d_c4a7291b,n_cb1beb69,CONTAINS,The DesignPattern domain contains Strategic Design Patterns,hierarchical
r_ddce2505,d_c4a7291b,n_b27fccf7,CONTAINS,The DesignPattern domain contains Command/Query Responsibility Segregation (CQRS),hierarchical
r_3f348489,d_c4a7291b,n_ce463f4e,CONTAINS,The DesignPattern domain contains Anemic Domain Model,hierarchical
r_5809b1b9,d_c4a7291b,n_74cbcee7,CONTAINS,The DesignPattern domain contains Transaction Script,hierarchical
r_21d8202e,d_c4a7291b,n_b921d7ac,CONTAINS,The DesignPattern domain contains Active Record,hierarchical
r_a14603e5,d_c4a7291b,n_cee2f457,CONTAINS,The DesignPattern domain contains Adapter Pattern,hierarchical
r_858908f5,d_c4a7291b,n_f8cb4b31,CONTAINS,The DesignPattern domain contains Hibernate,hierarchical
r_fa03e98b,d_c4a7291b,n_9dbdf202,CONTAINS,The DesignPattern domain contains commitTo,hierarchical
r_b7c33f97,d_c4a7291b,n_a5191525,CONTAINS,The DesignPattern domain contains Tactical Patterns,hierarchical
r_3e444df0,d_c4a7291b,n_c7626f78,CONTAINS,The DesignPattern domain contains Data Access Object (DAO),hierarchical
r_b662aaa1,d_c4a7291b,n_bd19c89d,CONTAINS,The DesignPattern domain contains Anticorruption Layer,hierarchical
r_fef4669a,d_c4a7291b,n_e5efb830,CONTAINS,The DesignPattern domain contains Open Host Service,hierarchical
r_fd9d3431,d_c4a7291b,n_51cba346,CONTAINS,The DesignPattern domain contains RPC-like Approach,hierarchical
r_830540ca,d_c4a7291b,n_0b560145,CONTAINS,The DesignPattern domain contains Dependency Injection,hierarchical
r_56b1709f,d_c4a7291b,n_8601c10b,CONTAINS,The DesignPattern domain contains Adapter,hierarchical
r_cf243bc7,d_c4a7291b,n_b2cf9293,CONTAINS,The DesignPattern domain contains CQRS,hierarchical
r_22657256,d_c4a7291b,n_4de91f0f,CONTAINS,The DesignPattern domain contains SOAP,hierarchical
r_1ac5b110,d_c4a7291b,n_9e49bc24,CONTAINS,The DesignPattern domain contains Composite Task,hierarchical
r_4c2253c1,d_c4a7291b,n_a514331b,CONTAINS,The DesignPattern domain contains Saga,hierarchical
r_ef87593f,d_c4a7291b,n_ef7c7641,CONTAINS,The DesignPattern domain contains SequenceStyleGenerator,hierarchical
r_16bbf45f,d_c4a7291b,n_8ecfde6c,CONTAINS,The DesignPattern domain contains CRUD,hierarchical
r_f5f4a21b,d_c4a7291b,n_17619dcd,CONTAINS,The DesignPattern domain contains Factory for identity generation,hierarchical
r_b5e1a446,d_c4a7291b,n_7ea020cf,CONTAINS,The DesignPattern domain contains UUID Generator,hierarchical
r_922391a1,d_c4a7291b,n_a9265e8f,CONTAINS,The DesignPattern domain contains Time-based UUID,hierarchical
r_16632866,d_c4a7291b,n_170ba71e,CONTAINS,The DesignPattern domain contains Random Number Generation,hierarchical
r_02c4de8e,d_c4a7291b,n_5a54d9ad,CONTAINS,The DesignPattern domain contains UUID,hierarchical
r_4a2c1962,d_c4a7291b,n_13148717,CONTAINS,The DesignPattern domain contains Validation,hierarchical
r_bef831c2,d_c4a7291b,n_7710fa76,CONTAINS,The DesignPattern domain contains Whole Value Replacement,hierarchical
r_f7581b64,d_c4a7291b,n_49cd4a57,CONTAINS,The DesignPattern domain contains Immutable Object,hierarchical
r_d7f2e422,d_c4a7291b,n_38298d75,CONTAINS,The DesignPattern domain contains WarbleValidator,hierarchical
r_e33e8e12,d_c4a7291b,n_7fda7351,CONTAINS,The DesignPattern domain contains Deferred Validation,hierarchical
r_13ceee9c,d_c4a7291b,n_ba573331,CONTAINS,The DesignPattern domain contains Whole Value,hierarchical
r_e1ea76af,d_c4a7291b,n_1dda5f67,CONTAINS,The DesignPattern domain contains Specification Pattern,hierarchical
r_5e1ffc13,d_c4a7291b,n_560fa7ac,CONTAINS,The DesignPattern domain contains Copy Constructor,hierarchical
r_73489515,d_c4a7291b,n_4767575e,CONTAINS,The DesignPattern domain contains Strategy Pattern,hierarchical
r_7979c24d,d_c4a7291b,n_92589501,CONTAINS,The DesignPattern domain contains State Pattern,hierarchical
r_ba81332b,d_c4a7291b,n_bc972da9,CONTAINS,The DesignPattern domain contains ORM (Object-Relational Mapping),hierarchical
r_89d545c1,d_c4a7291b,n_8f781c15,CONTAINS,The DesignPattern domain contains equals() method,hierarchical
r_be04ee13,d_c4a7291b,n_be9e3d2b,CONTAINS,The DesignPattern domain contains hashCode() method,hierarchical
r_6f798c40,d_c4a7291b,n_b3cf8fc2,CONTAINS,The DesignPattern domain contains toString() method,hierarchical
r_0ce9a720,d_c4a7291b,n_4b3bf98b,CONTAINS,The DesignPattern domain contains Publish-Subscribe Pattern,hierarchical
r_d699fc71,d_c4a7291b,n_0c1d4bac,CONTAINS,The DesignPattern domain contains Composite Element Mapping,hierarchical
r_b4fd731e,d_c4a7291b,n_ea6056da,CONTAINS,The DesignPattern domain contains Separated Interface,hierarchical
r_7770d895,d_c4a7291b,n_b1967529,CONTAINS,The DesignPattern domain contains Stateless Service,hierarchical
r_a019a7a7,d_c4a7291b,n_5a26d11a,CONTAINS,The DesignPattern domain contains DomainEvent,hierarchical
r_49e66301,d_c4a7291b,n_75a9ab4b,CONTAINS,The DesignPattern domain contains Observer Pattern,hierarchical
r_fbe6594d,d_c4a7291b,n_16cb7813,CONTAINS,The DesignPattern domain contains Publish-Subscribe,hierarchical
r_770be258,d_c4a7291b,n_bc884c9f,CONTAINS,The DesignPattern domain contains DomainEventSubscriber,hierarchical
r_b418ff60,d_c4a7291b,n_4c59facd,CONTAINS,The DesignPattern domain contains subscribe(),hierarchical
r_6fce2bdf,d_c4a7291b,n_509d9352,CONTAINS,The DesignPattern domain contains publish(),hierarchical
r_c13899e1,d_c4a7291b,n_abfc8984,CONTAINS,The DesignPattern domain contains Idempotent Receiver,hierarchical
r_5527fc9b,d_c4a7291b,n_17f9e938,CONTAINS,The DesignPattern domain contains Disconnected Domain Model,hierarchical
r_6b77a43a,d_c4a7291b,n_315e9507,CONTAINS,The DesignPattern domain contains Soft Deletion,hierarchical
r_e8aa9a0d,d_c4a7291b,n_71598abc,CONTAINS,The DesignPattern domain contains filterDispatch,hierarchical
r_37308c7c,d_c4a7291b,n_9c8c7a57,CONTAINS,The DesignPattern domain contains Capped Exponential Back-off,hierarchical
r_ec3fa1fe,d_c4a7291b,n_36458ee2,CONTAINS,The DesignPattern domain contains Long-Running Process,hierarchical
r_7a8b5f37,d_c4a7291b,n_84de1f02,CONTAINS,The DesignPattern domain contains DTO Pattern,hierarchical
r_011d45d0,d_c4a7291b,n_cf7f72fb,CONTAINS,The DesignPattern domain contains Mediator,hierarchical
r_9e6e3fa3,d_c4a7291b,n_66bd29f4,CONTAINS,The DesignPattern domain contains DTO (Data Transfer Object),hierarchical
r_9df071a8,d_c4a7291b,n_48800039,CONTAINS,The DesignPattern domain contains Command Object,hierarchical
r_73ab6f6b,d_c4a7291b,n_f82afddc,CONTAINS,The DesignPattern domain contains Web-based Rich Internet Application (RIA),hierarchical
r_5994ec58,d_c4a7291b,n_ee73df9c,CONTAINS,The DesignPattern domain contains Pure Request-Response Web User Interface,hierarchical
r_3df58fde,d_c4a7291b,n_37022cfc,CONTAINS,The DesignPattern domain contains Data Transformer,hierarchical
r_dd2dafdc,d_c4a7291b,n_17eb76c1,CONTAINS,The DesignPattern domain contains View Model,hierarchical
r_7f1fae64,d_c4a7291b,n_ad6b467f,CONTAINS,The DesignPattern domain contains Use Case Optimal Query,hierarchical
r_c0d63358,d_c4a7291b,n_bc35f21a,CONTAINS,The DesignPattern domain contains Presentation Model,hierarchical
r_955c2b22,d_c4a7291b,n_dad56ad4,CONTAINS,The DesignPattern domain contains Transactional Annotation,hierarchical
r_a27a5009,d_c4a7291b,n_e216a917,CONTAINS,The DesignPattern domain contains PreAuthorize Annotation,hierarchical
r_4fa67978,d_c4a7291b,n_a428aedf,CONTAINS,The DesignPattern domain contains Transaction Management,hierarchical
r_261f46a8,d_c4a7291b,n_6597129b,CONTAINS,The DesignPattern domain contains Write-Behind Strategy,hierarchical
r_fb81db8b,d_c4a7291b,n_39d46663,CONTAINS,The DesignPattern domain contains LoggingWrapper,hierarchical
r_430b3be6,d_c4a7291b,n_7e9106e9,CONTAINS,The DesignPattern domain contains ReplayEvents,hierarchical
r_bb6fe187,d_c4a7291b,n_385596a1,CONTAINS,The DesignPattern domain contains Protocol Buffers,hierarchical
r_b338474c,d_c4a7291b,n_fa10c5d1,CONTAINS,The DesignPattern domain contains Concurrency Control,hierarchical
r_f9dce0f5,d_c4a7291b,n_5c08258d,CONTAINS,The DesignPattern domain contains ConflictsWith,hierarchical
r_d2c30600,d_c4a7291b,n_2121e833,CONTAINS,The DesignPattern domain contains Projection,hierarchical
r_7f23f17e,d_c4a7291b,n_efa747b2,CONTAINS,The DesignPattern domain contains Factory Methods,hierarchical
r_6e2b5c99,d_c4a7291b,n_7f9c8992,CONTAINS,The DesignPattern domain contains Facade Pattern,hierarchical
r_c777ab0e,d_c4a7291b,n_b468aeaf,CONTAINS,The DesignPattern domain contains Anonymous Function,hierarchical
r_b2082f96,d_c4a7291b,n_fe262d53,CONTAINS,The DesignPattern domain contains Humble Object Pattern,hierarchical
r_b4f7c1c9,d_c4a7291b,n_3266b075,CONTAINS,The DesignPattern domain contains Abstract Factory,hierarchical
r_78da9495,d_c4a7291b,n_f3e4e684,CONTAINS,The DesignPattern domain contains D Metric,hierarchical
r_b9883f32,d_c4a7291b,n_6070c8b9,CONTAINS,The DesignPattern domain contains Dependency Injection Framework,hierarchical
r_943a5c6f,d_c4a7291b,n_2055f2fa,CONTAINS,The DesignPattern domain contains CreateContact Message,hierarchical
r_36e732a2,d_c4a7291b,n_c0489247,CONTAINS,The DesignPattern domain contains UpdateContact Message,hierarchical
r_4895d00e,d_c4a7291b,n_693fef6d,CONTAINS,The DesignPattern domain contains Static Polymorphism,hierarchical
r_744e9324,d_c4a7291b,n_ba87b74e,CONTAINS,The DesignPattern domain contains Dynamic Polymorphism,hierarchical
r_b16e984c,d_c4a7291b,n_11995d1d,CONTAINS,The DesignPattern domain contains Polymorphic Boundary Interfaces,hierarchical
r_18180bc6,d_c4a7291b,n_d65813c3,CONTAINS,The DesignPattern domain contains Humble Object,hierarchical
r_e815bc20,d_c4a7291b,n_890e6054,CONTAINS,The DesignPattern domain contains HtwFactory,hierarchical
r_ec559f54,d_c4a7291b,n_56875202,CONTAINS,The DesignPattern domain contains Template Method Pattern,hierarchical
r_e22d561f,d_c4a7291b,n_0e833f9c,CONTAINS,The DesignPattern domain contains Anti-pattern of Software and Firmware Intermingling,hierarchical
r_6c1a5689,d_c4a7291b,n_197de81e,CONTAINS,The DesignPattern domain contains Périphérique Anti-Pattern,hierarchical
r_ea03b290,d_c4a7291b,n_a297df03,CONTAINS,The DesignPattern domain contains Command Query Responsibility Segregation,hierarchical
r_0177f2a7,d_c4a7291b,n_a5f424a2,CONTAINS,The DesignPattern domain contains Static Analysis Tools,hierarchical
r_c92b4afb,d_c4a7291b,n_9a870e77,CONTAINS,The DesignPattern domain contains Object-Oriented Design,hierarchical
r_5950f55e,d_c4a7291b,n_8ecfc9a1,CONTAINS,The DesignPattern domain contains Embedded SQL,hierarchical
r_b54f699b,d_c4a7291b,n_40801c24,CONTAINS,The DesignPattern domain contains State Machine,hierarchical
r_75eda366,d_c4a7291b,n_8cff2c64,CONTAINS,The DesignPattern domain contains Red/Black Deployment,hierarchical
r_ff4444b4,d_c4a7291b,n_2c59b056,CONTAINS,The DesignPattern domain contains Rolling Upgrade,hierarchical
r_10f83003,d_c4a7291b,n_0914d1c6,CONTAINS,The DesignPattern domain contains Open Source Contribution Pattern,hierarchical
r_2bc8c2a9,d_c4a7291b,n_dbf80ebc,CONTAINS,The DesignPattern domain contains Mapping View,hierarchical
r_f466259e,d_c4a7291b,n_8a259902,CONTAINS,The DesignPattern domain contains Work Assignment View,hierarchical
r_5f5a517c,d_c4a7291b,n_2428efbe,CONTAINS,The DesignPattern domain contains System Context Diagram,hierarchical
r_ed0df0d9,d_c4a7291b,n_6cb609fa,CONTAINS,The DesignPattern domain contains Container Diagram,hierarchical
r_bf95ef7d,d_c4a7291b,n_3bb4d464,CONTAINS,The DesignPattern domain contains Redundancy Pattern,hierarchical
r_9d1b781a,d_c4a7291b,n_3333e710,CONTAINS,The DesignPattern domain contains Risk Elicitation Workshop,hierarchical
r_4405592f,d_c4a7291b,n_645b3c9b,CONTAINS,The DesignPattern domain contains Evaluation Workshop,hierarchical
r_22b68008,d_c4a7291b,n_91700846,CONTAINS,The DesignPattern domain contains Design Thinking Mindsets,hierarchical
r_7b380463,d_c4a7291b,n_def46808,CONTAINS,The DesignPattern domain contains Event Storming,hierarchical
r_1748a10b,d_c4a7291b,n_d86226b7,CONTAINS,The DesignPattern domain contains Services Adapter,hierarchical
r_6140f7ac,d_c4a7291b,n_91f8ef7f,CONTAINS,The DesignPattern domain contains Prototyping,hierarchical
r_e11badf5,d_c4a7291b,n_3bad043c,CONTAINS,The DesignPattern domain contains Evolutionary Prototype,hierarchical
r_26dbc506,d_c4a7291b,n_871ed3da,CONTAINS,The DesignPattern domain contains publish-subscribe pattern,hierarchical
r_bc122cd5,d_c4a7291b,n_5ad30175,CONTAINS,The DesignPattern domain contains Reactor Pattern,hierarchical
r_09e844d5,d_c4a7291b,n_83de191c,CONTAINS,The DesignPattern domain contains Strategy,hierarchical
r_abc9488e,d_c4a7291b,n_c3d03804,CONTAINS,The DesignPattern domain contains Class Inheritance,hierarchical
r_ec9f8bb2,d_c4a7291b,n_dd20911c,CONTAINS,The DesignPattern domain contains Interface Inheritance,hierarchical
r_535ef599,d_c4a7291b,n_de8504b7,CONTAINS,The DesignPattern domain contains Bridge,hierarchical
r_366c7d16,d_c4a7291b,n_b422b94a,CONTAINS,The DesignPattern domain contains Template Method,hierarchical
r_e33b92b8,d_c4a7291b,n_13d60b19,CONTAINS,The DesignPattern domain contains Memento,hierarchical
r_68249464,d_c4a7291b,n_f56ec2ab,CONTAINS,The DesignPattern domain contains Proxy,hierarchical
r_b00eb046,d_c4a7291b,n_c9fb01bb,CONTAINS,The DesignPattern domain contains Visitor,hierarchical
r_7620ccc3,d_c4a7291b,n_aeb899fe,CONTAINS,The DesignPattern domain contains GUI Text Editor,hierarchical
r_02befd92,d_c4a7291b,n_5294723f,CONTAINS,The DesignPattern domain contains General-Purpose Interface,hierarchical
r_844f3fa9,d_c4a7291b,n_70462629,CONTAINS,The DesignPattern domain contains FileInputStream and BufferedInputStream,hierarchical
r_4a5375c7,d_c4a7291b,n_5c59a8d5,CONTAINS,The DesignPattern domain contains Redundant Data Recovery,hierarchical
r_2d124562,d_c4a7291b,n_0d669390,CONTAINS,The DesignPattern domain contains Undo Mechanism,hierarchical
r_638947ca,d_c4a7291b,n_a678d5a2,CONTAINS,The DesignPattern domain contains Subtask Extraction,hierarchical
r_c7340d0a,d_c4a7291b,n_8502aab5,CONTAINS,The DesignPattern domain contains Concatenation Approach for Deletion,hierarchical
r_142321c3,d_c4a7291b,n_8e104b9e,CONTAINS,The DesignPattern domain contains Micro-benchmarking,hierarchical
r_8f803f4f,d_c4a7291b,n_64613de4,CONTAINS,The DesignPattern domain contains Concurrent Jobs,hierarchical
r_ab97feeb,d_c4a7291b,n_24c30afd,CONTAINS,The DesignPattern domain contains Collapsed Forwarding,hierarchical
r_a10462a2,d_c4a7291b,n_98fccf3c,CONTAINS,The DesignPattern domain contains Data Locality Optimization,hierarchical
r_4d146541,d_c4a7291b,n_d093a746,CONTAINS,The DesignPattern domain contains Sticky Sessions,hierarchical
r_faff87b6,d_c4a7291b,n_597287a4,CONTAINS,The DesignPattern domain contains Round Robin DNS,hierarchical
r_0dc1e03a,d_c4a7291b,n_93167eb5,CONTAINS,The DesignPattern domain contains Single-Stepping Loop,hierarchical
r_addaa39f,d_c4a7291b,n_b41b9614,CONTAINS,The DesignPattern domain contains Graphical User Interface (GUI),hierarchical
r_712e11aa,d_c4a7291b,n_6aacd0c6,CONTAINS,The DesignPattern domain contains INLINE pragma,hierarchical
r_4bff010b,d_c4a7291b,n_5af410a7,CONTAINS,The DesignPattern domain contains Database Frameworks,hierarchical
r_59c303ac,d_c4a7291b,n_9b419dbe,CONTAINS,The DesignPattern domain contains NMEA Packet Validation,hierarchical
r_d40e69a5,d_c4a7291b,n_4ebef134,CONTAINS,The DesignPattern domain contains Visitor Pattern,hierarchical
r_dd893785,d_c4a7291b,n_ed8327b1,CONTAINS,The DesignPattern domain contains AddInstruction,hierarchical
r_d367a601,d_c4a7291b,n_1f4da964,CONTAINS,The DesignPattern domain contains Rules,hierarchical
r_71df0a92,d_c4a7291b,n_dd1c0234,CONTAINS,The DesignPattern domain contains User Interface Toolkit Integration,hierarchical
r_dd5df06e,d_c4a7291b,n_ef52abf5,CONTAINS,The DesignPattern domain contains Reverse Caching Proxy,hierarchical
r_81a76b0a,d_c4a7291b,n_90eb1772,CONTAINS,The DesignPattern domain contains MD5 Hashing for Cache Keys,hierarchical
r_c3ff463f,d_c4a7291b,n_f0fdc407,CONTAINS,The DesignPattern domain contains Event Notification Mechanism,hierarchical
r_5ea87778,d_c4a7291b,n_631fe56d,CONTAINS,The DesignPattern domain contains Abstraction Layer,hierarchical
r_900f8e55,d_c4a7291b,n_776955d4,CONTAINS,The DesignPattern domain contains Pipelining Sends,hierarchical
r_fa0b08bb,d_c4a7291b,n_7d9202c0,CONTAINS,The DesignPattern domain contains BINARY_ADD,hierarchical
r_d758ae0e,d_c4a7291b,n_a75465f5,CONTAINS,The DesignPattern domain contains Object-Relational Mapper (ORM),hierarchical
r_893d947b,d_c4a7291b,n_e8485f30,CONTAINS,The DesignPattern domain contains Bind Parameter,hierarchical
r_b3685282,d_c4a7291b,n_37a15692,CONTAINS,The DesignPattern domain contains WeakValueDictionary,hierarchical
r_1078ae5f,d_c4a7291b,n_55d31046,CONTAINS,The DesignPattern domain contains expire-on-commit,hierarchical
r_5da8b1a5,d_c4a7291b,n_0eaf20a6,CONTAINS,The DesignPattern domain contains twisted.cred AuthOptionMixin,hierarchical
r_5cf242f4,d_c4a7291b,n_3d2bcd8b,CONTAINS,The DesignPattern domain contains addtask,hierarchical
r_8e6aaedf,d_c4a7291b,n_246fb0ec,CONTAINS,The DesignPattern domain contains prepend/append functionality,hierarchical
r_8c3eb991,d_c4a7291b,n_b77b8626,CONTAINS,The DesignPattern domain contains CRUD Operations,hierarchical
r_ed76a273,d_c4a7291b,n_7877c4dc,CONTAINS,The DesignPattern domain contains Mediator Pattern,hierarchical
r_9a0ff57a,d_c4a7291b,n_bc51bfff,CONTAINS,The DesignPattern domain contains Security Role-Based Views,hierarchical
r_846b0c3b,d_c4a7291b,n_1010f5e2,CONTAINS,The DesignPattern domain contains Parallel Processing,hierarchical
r_06bde8b5,d_c4a7291b,n_2251ef79,CONTAINS,The DesignPattern domain contains UUID (Universally Unique Identifier),hierarchical
r_810d98bd,d_c4a7291b,n_5d893ddc,CONTAINS,The DesignPattern domain contains Type 4 UUID,hierarchical
r_9ceb4521,d_c4a7291b,n_b9aed205,CONTAINS,The DesignPattern domain contains Type 3 UUID,hierarchical
r_de8236cc,d_c4a7291b,n_2ebda98c,CONTAINS,The DesignPattern domain contains SequenceStyle-Generator,hierarchical
r_9a411f5e,d_c4a7291b,n_cdb9d0dc,CONTAINS,The DesignPattern domain contains MakePreferred,hierarchical
r_6eb4d3f8,d_c4a7291b,n_80cb114a,CONTAINS,The DesignPattern domain contains AddOrder,hierarchical
r_b21fc4ed,d_c4a7291b,n_5b047ef8,CONTAINS,The DesignPattern domain contains Enum for Standard Types,hierarchical
r_c6c95a54,d_c4a7291b,n_cea53cb1,CONTAINS,The DesignPattern domain contains Composite Element,hierarchical
r_9b72d372,d_c4a7291b,n_535454d8,CONTAINS,The DesignPattern domain contains Ajax Polling,hierarchical
r_0838e7b0,d_c4a7291b,n_4be3d4fe,CONTAINS,The DesignPattern domain contains Comet (Ajax Push),hierarchical
r_0692d8c9,d_c4a7291b,n_4865dfa0,CONTAINS,The DesignPattern domain contains Visual Cue for Status,hierarchical
r_3d727da4,d_c4a7291b,n_1f63a4cd,CONTAINS,The DesignPattern domain contains Editing Mode,hierarchical
r_66657b99,d_c4a7291b,n_20be4733,CONTAINS,The DesignPattern domain contains ConstraintViolationException,hierarchical
r_f394cc28,d_c4a7291b,n_5aebf8d5,CONTAINS,The DesignPattern domain contains Cascading Deletes,hierarchical
r_9b4fde50,d_c4a7291b,n_3c1ba76e,CONTAINS,The DesignPattern domain contains newCollaborator,hierarchical
r_a0d8f0bb,d_c4a7291b,n_dd9c4d79,CONTAINS,The DesignPattern domain contains canToggleEnabling,hierarchical
r_d81638b2,d_c4a7291b,n_7864e9d5,CONTAINS,The DesignPattern domain contains Soft Deletions,hierarchical
r_6cd1c198,d_c4a7291b,n_bbfa4137,CONTAINS,The DesignPattern domain contains Event Listener,hierarchical
r_7606e212,d_c4a7291b,n_a595d998,CONTAINS,The DesignPattern domain contains Retry Pattern,hierarchical
r_106a44a0,d_c4a7291b,n_c972abb4,CONTAINS,The DesignPattern domain contains DiscussionStarted Event,hierarchical
r_dd6c2c5e,d_c4a7291b,n_ea63330c,CONTAINS,The DesignPattern domain contains Transactional Method,hierarchical
r_f1fa7ade,d_c4a7291b,n_2ca8ca9a,CONTAINS,The DesignPattern domain contains Inversion of Control (IoC),hierarchical
r_dcaea934,d_c4a7291b,n_c51ab6e0,CONTAINS,The DesignPattern domain contains EventStoreConcurrencyException,hierarchical
r_c48cd29d,d_c4a7291b,n_72507f4f,CONTAINS,The DesignPattern domain contains Conflict Resolution,hierarchical
r_ff958c10,d_c4a7291b,n_7fa72901,CONTAINS,The DesignPattern domain contains Lambda Expression,hierarchical
r_13d25d89,d_c4a7291b,n_2b049912,CONTAINS,The DesignPattern domain contains Event Replication,hierarchical
r_7e63aa99,d_c4a7291b,n_e1f6117d,CONTAINS,The DesignPattern domain contains Memoization,hierarchical
r_cd72f99a,d_c4a7291b,n_4a8dcf51,CONTAINS,The DesignPattern domain contains Inductive User Interface,hierarchical
r_6b3bf0c3,d_c4a7291b,n_687123d4,CONTAINS,The DesignPattern domain contains Anticorruption Layer (ACL),hierarchical
r_a361917e,d_c4a7291b,n_c1e3b588,CONTAINS,The DesignPattern domain contains Publish-Subscribe pattern,hierarchical
r_1ef14e90,d_c4a7291b,n_0a0bdac8,CONTAINS,The DesignPattern domain contains Smart UI Anti-Pattern,hierarchical
r_d5cb2491,d_c4a7291b,n_0d74da63,CONTAINS,The DesignPattern domain contains Transactional Memory,hierarchical
r_f9b882a1,d_c4a7291b,n_807d687c,CONTAINS,The DesignPattern domain contains Take Function,hierarchical
r_d9610cf6,d_c4a7291b,n_a223db62,CONTAINS,The DesignPattern domain contains FoundFood Event,hierarchical
r_d273ebbd,d_c4a7291b,n_073bb8c3,CONTAINS,The DesignPattern domain contains FellInPit Event,hierarchical
r_c3437186,d_c4a7291b,n_930afb50,CONTAINS,The DesignPattern domain contains Conditional Compilation,hierarchical
r_8e6088fd,d_c4a7291b,n_9f15121b,CONTAINS,The DesignPattern domain contains Advanced C++ Programming Styles and Idioms,hierarchical
r_254da76b,d_c4a7291b,n_5a88aae7,CONTAINS,The DesignPattern domain contains Locks and Semaphores,hierarchical
r_9be55718,d_c4a7291b,n_55369931,CONTAINS,The DesignPattern domain contains Facade pattern,hierarchical
r_df9cdb1f,d_c4a7291b,n_3226dc75,CONTAINS,The DesignPattern domain contains Event sourcing,hierarchical
r_45ba2b97,d_c4a7291b,n_08bd1c5a,CONTAINS,The DesignPattern domain contains Humble Object pattern,hierarchical
r_9355c859,d_c4a7291b,n_e0dbdc75,CONTAINS,The DesignPattern domain contains Cross-Cutting Concerns,hierarchical
r_98dd44a1,d_c4a7291b,n_96ac51cd,CONTAINS,The DesignPattern domain contains Prototype to Learn or Decide,hierarchical
r_f1071469,d_c4a7291b,n_6e5d6ce4,CONTAINS,The DesignPattern domain contains Pattern Catalogs,hierarchical
r_71a24c01,d_c4a7291b,n_2ace0bf7,CONTAINS,The DesignPattern domain contains Question-Comment-Concern Workshop,hierarchical
r_28ba7af4,d_c4a7291b,n_8fe8f3c0,CONTAINS,The DesignPattern domain contains Risk Storming,hierarchical
r_3820f8df,d_c4a7291b,n_96a27663,CONTAINS,The DesignPattern domain contains Question-Comment-Concern Activity,hierarchical
r_33c892b7,d_c4a7291b,n_72da827b,CONTAINS,The DesignPattern domain contains CRC Cards,hierarchical
r_b2f49a09,d_c4a7291b,n_12acd14e,CONTAINS,The DesignPattern domain contains gRPC,hierarchical
r_ba3aa13d,d_c4a7291b,n_4f8ca90d,CONTAINS,The DesignPattern domain contains Cloud-Based Services Adapter,hierarchical
r_eafd4dc1,d_c4a7291b,n_3236bc5e,CONTAINS,The DesignPattern domain contains center of competence pattern,hierarchical
r_a30a8623,d_c4a7291b,n_82609598,CONTAINS,The DesignPattern domain contains Big Ball of Mud Pattern,hierarchical
r_4b9658d1,d_c4a7291b,n_5d6946e6,CONTAINS,The DesignPattern domain contains eXtreme Programming,hierarchical
r_2a955a5c,d_c4a7291b,n_141a5b46,CONTAINS,The DesignPattern domain contains Composite,hierarchical
r_ddf9667d,d_c4a7291b,n_8154436c,CONTAINS,The DesignPattern domain contains Flyweight,hierarchical
r_fd085254,d_c4a7291b,n_0e4c6982,CONTAINS,The DesignPattern domain contains Chain of Responsibility,hierarchical
