id,source,target,relationship_type,properties
rel_010204,Plan-Driven Design,Structured Systems Analysis/Structured Design (SSA/SD),IMPLEMENTS,"{description: ""Plan-driven design methodologies often implement structured systems analysis and design techniques.""}"
rel_010205,Plan-Driven Software Design,Compositional Design,CONTAINS,"{description: ""Compositional design is a key aspect of plan-driven software design, focusing on the grouping of design elements.""}"
rel_010206,Plan-Driven Software Design,Declarative Knowledge,RELATES_TO,"{description: ""Plan-driven methods utilize declarative knowledge to outline the tasks and their sequence in the design process.""}"
rel_010207,Planning Phase,Execution/Implementation Phase,RELATES_TO,"{description: ""The Planning Phase defines the tasks and resources necessary for the Execution/Implementation Phase.""}"
rel_010208,Platform Independent Model (PIM),Scalability,RELATES_TO,"{description: ""PIMs facilitate scalability by abstracting system operations from implementation specifics.""}"
rel_010209,Platform Specific Model (PSM),Performance,RELATES_TO,"{description: ""PSMs can be optimized for performance based on specific platform characteristics.""}"
rel_010210,Platform-Independent Model (PIM),Platform-Specific Model (PSM),DEPENDS_ON,"{description: ""PSM is derived from PIM by adding implementation-specific details.""}"
rel_010211,Platform-level Protection,Application-level Protection,DEPENDS_ON,"{description: ""Application-level protection relies on the platform-level protection to ensure secure access to the application.""}"
rel_010212,Plug-in Component,Namespace Organization,IMPLEMENTS,"{description: ""Plug-in components can be organized using a namespace structure to improve code clarity.""}"
rel_010213,Plug-in Component,REST Communication,DEPENDS_ON,"{description: ""Plug-in components can also utilize REST communication to operate as standalone services.""}"
rel_010214,Plug-in Registry,AssessmentPlugin,CONTAINS,"{description: ""The Plug-in Registry contains references to various AssessmentPlugin implementations available to the core system.""}"
rel_010215,Pluggable Adapter,Adapter Pattern,DEPENDS_ON,"{description: ""Pluggable Adapter relies on the principles of the Adapter Pattern to enhance class reusability.""}"
rel_010216,Plugin,Dependency Management,IMPLEMENTS,"{description: ""Plugins implement dependency management to ensure they can interact with other necessary plugins.""}"
rel_010217,Plugin,Frankenstyle Component Name,RELATES_TO,"{description: ""The plugin\'s name is derived from the Frankenstyle component naming convention.""}"
rel_010218,Plugin,Local Plugin,PART_OF,"{description: ""Local plugins are a specific category of plugins that serve miscellaneous functions.""}"
rel_010219,Plugin,plugin.xml,DEPENDS_ON,"{description: ""Each plugin relies on a plugin.xml file to define its metadata and dependencies.""}"
rel_010220,Plugin Architecture,Business Rules Component,CONTAINS,"{description: ""The Plugin Architecture allows for the Business Rules component to be independent and replaceable without affecting the overall system.""}"
rel_010221,Plugin Architecture,GUI Component,CONTAINS,"{description: ""The Plugin Architecture enables the GUI component to be interchangeable with other interface types, enhancing system flexibility.""}"
rel_010222,Plugin Framework,Base Code,CONTAINS,"{description: ""The Plugin Framework includes base code that provides core functionalities necessary for component management.""}"
rel_010223,Plugin Framework,Component Interface Definition,CONTAINS,"{description: ""The Plugin Framework contains component interface definitions that specify how components should interact.""}"
rel_010224,Plugin Mechanism,Extensibility,IMPLEMENTS,"{description: ""The plugin mechanism is a specific implementation that facilitates extensibility in software applications.""}"
rel_010225,Point Class,Encapsulation,RELATES_TO,"{description: ""The Point class demonstrates encapsulation by restricting direct access to its member variables.""}"
rel_010226,Point Class,Encapsulation,RELATES_TO,"{description: ""The Point class exemplifies the principle of encapsulation by managing its member variables.""}"
rel_010227,Point Class,Factory Pattern,DEPENDS_ON,"{description: ""The Point class can be instantiated using a factory method to create Point objects.""}"
rel_010228,Point Class,Open Closed Principle,IS_GUIDED_BY,"strength: 0.7200000000000001,
                                   description: ""Reverse: OCP guides class design for extensibility"",
                                   confidence: 0.8,
                                   source_type: ""semantic_inference"""
rel_010229,Point Class,Open-Closed Principle,IS_GUIDED_BY,"strength: 0.7200000000000001,
                                   description: ""Reverse: OCP guides class design for extensibility"",
                                   confidence: 0.8,
                                   source_type: ""semantic_inference"""
rel_010230,Point Class,Open-Closed Principle (OCP),IS_GUIDED_BY,"strength: 0.7200000000000001,
                                   description: ""Reverse: OCP guides class design for extensibility"",
                                   confidence: 0.8,
                                   source_type: ""semantic_inference"""
rel_010231,Point Class,Open/Closed Principle,IS_GUIDED_BY,"strength: 0.7200000000000001,
                                   description: ""Reverse: OCP guides class design for extensibility"",
                                   confidence: 0.8,
                                   source_type: ""semantic_inference"""
rel_010232,Poky Build System,OE-Core,PART_OF,"{description: ""OE-Core is a core component of the Poky Build System, providing essential package metadata.""}"
rel_010233,Poky Build System,OE-Core,PART_OF,"{description: ""OE-Core is a core set of package metadata utilized within the Poky Build System.""}"
rel_010234,Polyglot Persistence,Ease of Data Modeling,RELATES_TO,"{description: ""Polyglot persistence can influence the ease of data modeling depending on the chosen database technologies.""}"
rel_010235,Polyglot Persistence,Ease of Learning Curve,RELATES_TO,"{description: ""The use of multiple database technologies in polyglot persistence can affect the learning curve for developers.""}"
rel_010236,Polyglot Persistence,Scalability,DEPENDS_ON,"{description: ""Polyglot persistence can improve scalability by allowing services to use the most appropriate data storage technology for their needs.""}"
rel_010237,PolygonShape,Shape,IMPLEMENTS,"{description: ""PolygonShape is a concrete implementation of the Shape abstract class.""}"
rel_010238,Polymorphic Boundary Interfaces,GameRules,RELATES_TO,"{description: ""GameRules uses polymorphic boundary interfaces to interact with different language implementations.""}"
rel_010239,Polymorphic Boundary Interfaces,Open-Closed Principle (OCP),IS_ENABLED_BY,"strength: 0.81,
                                   description: ""Reverse: Interfaces enable OCP through contracts"",
                                   confidence: 0.8,
                                   source_type: ""semantic_inference"""
rel_010240,Polymorphic Boundary Interfaces,Open/Closed Principle,IS_ENABLED_BY,"strength: 0.81,
                                   description: ""Reverse: Interfaces enable OCP through contracts"",
                                   confidence: 0.8,
                                   source_type: ""semantic_inference"""
rel_010241,Polymorphic Open/Closed Principle,ABI (Application Binary Interface),ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010242,Polymorphic Open/Closed Principle,ABSTRACT FACTORY,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010243,Polymorphic Open/Closed Principle,AST (Abstract Syntax Tree),IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010244,Polymorphic Open/Closed Principle,Abstract Class,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010245,Polymorphic Open/Closed Principle,Abstract Classes,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010246,Polymorphic Open/Closed Principle,Abstract Common Services,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010247,Polymorphic Open/Closed Principle,Abstract Common Services Tactic,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010248,Polymorphic Open/Closed Principle,Abstract Components,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010249,Polymorphic Open/Closed Principle,Abstract Data Type (ADT),IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010250,Polymorphic Open/Closed Principle,Abstract Decorator Class,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010251,Polymorphic Open/Closed Principle,Abstract Factory,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010252,Polymorphic Open/Closed Principle,Abstract Queue Class,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010253,Polymorphic Open/Closed Principle,Abstract Server,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010254,Polymorphic Open/Closed Principle,Abstract State Class,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010255,Polymorphic Open/Closed Principle,Abstract Syntax Tree,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010256,Polymorphic Open/Closed Principle,Abstract Syntax Tree (AST),IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010257,Polymorphic Open/Closed Principle,Abstract Window Class,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010258,Polymorphic Open/Closed Principle,Abstract interface design,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010259,Polymorphic Open/Closed Principle,AbstractBuilder Class,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010260,Polymorphic Open/Closed Principle,AbstractClass,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010261,Polymorphic Open/Closed Principle,AbstractDuckFactory,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010262,Polymorphic Open/Closed Principle,AbstractExpression,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010263,Polymorphic Open/Closed Principle,AbstractFactory,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010264,Polymorphic Open/Closed Principle,AbstractIterator,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010265,Polymorphic Open/Closed Principle,AbstractList,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010266,Polymorphic Open/Closed Principle,AbstractNode.draw,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010267,Polymorphic Open/Closed Principle,AbstractProductA,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010268,Polymorphic Open/Closed Principle,Abstraction,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010269,Polymorphic Open/Closed Principle,Abstraction Component,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010270,Polymorphic Open/Closed Principle,Abstraction Layer,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010271,Polymorphic Open/Closed Principle,Abstraction Principle,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010272,Polymorphic Open/Closed Principle,Abstraction and Information Hiding,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010273,Polymorphic Open/Closed Principle,Abstraction in Interfaces,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010274,Polymorphic Open/Closed Principle,Abstraction via Inheritance and Polymorphism,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010275,Polymorphic Open/Closed Principle,Abstraction/Model,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010276,Polymorphic Open/Closed Principle,Abstractness,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010277,Polymorphic Open/Closed Principle,Abstractness Metric,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010278,Polymorphic Open/Closed Principle,Accept Method,APPLIES_TO,"strength: 0.75,
                                   description: ""OCP applies to method design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010279,Polymorphic Open/Closed Principle,Access-Method-Agnostic API,APPLIES_TO,"strength: 0.75,
                                   description: ""OCP applies to method design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010280,Polymorphic Open/Closed Principle,Accessor Method,APPLIES_TO,"strength: 0.75,
                                   description: ""OCP applies to method design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010281,Polymorphic Open/Closed Principle,Account Class,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010282,Polymorphic Open/Closed Principle,AccountService Class,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010283,Polymorphic Open/Closed Principle,Active Class,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010284,Polymorphic Open/Closed Principle,Administrative Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010285,Polymorphic Open/Closed Principle,Advisor Class,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010286,Polymorphic Open/Closed Principle,Advisor Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010287,Polymorphic Open/Closed Principle,Aggregate Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010288,Polymorphic Open/Closed Principle,Agile Development Methodologies,APPLIES_TO,"strength: 0.75,
                                   description: ""OCP applies to method design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010289,Polymorphic Open/Closed Principle,Agile Methodologies,APPLIES_TO,"strength: 0.75,
                                   description: ""OCP applies to method design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010290,Polymorphic Open/Closed Principle,Agile Methodology,APPLIES_TO,"strength: 0.75,
                                   description: ""OCP applies to method design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010291,Polymorphic Open/Closed Principle,Agile Methods,APPLIES_TO,"strength: 0.75,
                                   description: ""OCP applies to method design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010292,Polymorphic Open/Closed Principle,Analysis Class Diagram,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010293,Polymorphic Open/Closed Principle,Application Class,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010294,Polymorphic Open/Closed Principle,Application Program Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010295,Polymorphic Open/Closed Principle,Application Programming Interface (API),ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010296,Polymorphic Open/Closed Principle,Apply Method,APPLIES_TO,"strength: 0.75,
                                   description: ""OCP applies to method design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010297,Polymorphic Open/Closed Principle,Architectural Tradeoff Analysis Method,APPLIES_TO,"strength: 0.75,
                                   description: ""OCP applies to method design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010298,Polymorphic Open/Closed Principle,Architecture Development Method (ADM),APPLIES_TO,"strength: 0.75,
                                   description: ""OCP applies to method design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010299,Polymorphic Open/Closed Principle,Architecture Trade-off Analysis Method (ATAM),APPLIES_TO,"strength: 0.75,
                                   description: ""OCP applies to method design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010300,Polymorphic Open/Closed Principle,Association Class,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010301,Polymorphic Open/Closed Principle,Asterisk Abstract Channel Interface,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010302,Polymorphic Open/Closed Principle,Authentication Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010303,Polymorphic Open/Closed Principle,BY Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010304,Polymorphic Open/Closed Principle,Backspace Method,APPLIES_TO,"strength: 0.75,
                                   description: ""OCP applies to method design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010305,Polymorphic Open/Closed Principle,Bash Parser,EXEMPLIFIES,"strength: 0.95,
                                   description: ""Parser exemplifies OCP through extensible implementations"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010306,Polymorphic Open/Closed Principle,Basic Compositor Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010307,Polymorphic Open/Closed Principle,Basic Glyph Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010308,Polymorphic Open/Closed Principle,BeatModelInterface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010309,Polymorphic Open/Closed Principle,Behavior-Rich Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010310,Polymorphic Open/Closed Principle,Beverage Class,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010311,Polymorphic Open/Closed Principle,BitBake Parser,EXEMPLIFIES,"strength: 0.95,
                                   description: ""Parser exemplifies OCP through extensible implementations"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010312,Polymorphic Open/Closed Principle,BitBake User Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010313,Polymorphic Open/Closed Principle,Block Pool Abstraction,IMPLEMENTS,"strength: 0.9,
                                   description: ""Abstract classes implement OCP by enabling extension"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010314,Polymorphic Open/Closed Principle,BorrowedCharacter Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010315,Polymorphic Open/Closed Principle,Boundary Class,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010316,Polymorphic Open/Closed Principle,Btree Access Method,APPLIES_TO,"strength: 0.75,
                                   description: ""OCP applies to method design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010317,Polymorphic Open/Closed Principle,Buffer Class,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010318,Polymorphic Open/Closed Principle,Bundle-ClassPath,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010319,Polymorphic Open/Closed Principle,C Interfaces and Implementations,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010320,Polymorphic Open/Closed Principle,C++ Class Implementation,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010321,Polymorphic Open/Closed Principle,COM Interfaces in Internet Explorer,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010322,Polymorphic Open/Closed Principle,CRC Card Method,APPLIES_TO,"strength: 0.75,
                                   description: ""OCP applies to method design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010323,Polymorphic Open/Closed Principle,Calculator Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010324,Polymorphic Open/Closed Principle,Car Class,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010325,Polymorphic Open/Closed Principle,Car Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010326,Polymorphic Open/Closed Principle,Channel Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010327,Polymorphic Open/Closed Principle,Character Class,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010328,Polymorphic Open/Closed Principle,Character Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010329,Polymorphic Open/Closed Principle,Character-oriented Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010330,Polymorphic Open/Closed Principle,CharacterAdapter Class,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010331,Polymorphic Open/Closed Principle,Chassis Class,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010332,Polymorphic Open/Closed Principle,Child Method,APPLIES_TO,"strength: 0.75,
                                   description: ""OCP applies to method design"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010333,Polymorphic Open/Closed Principle,Class,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010334,Polymorphic Open/Closed Principle,Class Adapter,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010335,Polymorphic Open/Closed Principle,Class Diagram,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010336,Polymorphic Open/Closed Principle,Class Hierarchy Design,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010337,Polymorphic Open/Closed Principle,Class Inheritance,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010338,Polymorphic Open/Closed Principle,Class Interface Comment,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010339,Polymorphic Open/Closed Principle,Class Patterns,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010340,Polymorphic Open/Closed Principle,Class Responsibility Collaboration (CRC) Cards,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010341,Polymorphic Open/Closed Principle,Class Roll,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010342,Polymorphic Open/Closed Principle,Class vs Interface,ENABLES,"strength: 0.9,
                                   description: ""Interfaces enable OCP through contracts"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010343,Polymorphic Open/Closed Principle,Class-Responsibility-Collaborator (CRC) Card,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010344,Polymorphic Open/Closed Principle,ClassDiagramGraph,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010345,Polymorphic Open/Closed Principle,ClassManager,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010346,Polymorphic Open/Closed Principle,ClassNode,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
rel_010347,Polymorphic Open/Closed Principle,ClassRelationshipEdge,GUIDES,"strength: 0.8,
                                   description: ""OCP guides class design for extensibility"",
                                   confidence: 0.9,
                                   source_type: ""semantic_inference"""
