id:ID,name,label:LABEL,description,source,page:int,relevance_score:float,semantic_type
n_4ef98c39,Rename Function,DesignPattern,A refactoring technique that involves changing the name of a function to better reflect its purpose.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,258,0.8,concept
n_b91c6355,Organization Class,CodeStructure,"A class structure that encapsulates data related to an organization, including properties and accessors.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,258,0.85,concept
n_2fc2fd75,Scorer Class,CodeStructure,"A class that encapsulates the logic for scoring a candidate based on medical exams and scoring guides, demonstrating the use of state and behavior.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,381,0.8,concept
n_a6e0a915,Extract Function Refactoring,DesignPrinciple,A refactoring technique that involves moving a piece of code into its own function to improve readability and maintainability.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,381,0.7,concept
n_13e04884,Consolidate Conditional Expression,DesignPattern,Refactoring technique that combines multiple conditional expressions into a single expression for clarity.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,289,0.8,concept
n_4258363a,Replace Nested Conditional with Guard Clauses,DesignPattern,Refactoring technique that replaces nested conditionals with guard clauses to improve readability.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,289,0.85,concept
n_b1cc494e,Introduce Special Case,DesignPattern,"Refactoring technique that introduces a special case to handle specific conditions, often using the Null Object pattern.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,289,0.8,concept
n_b0354118,Introduce Assertion,DesignPattern,Refactoring technique that adds assertions to clarify and check the state of a program.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,289,0.75,concept
n_264f766b,Replace Superclass with Delegate,DesignPattern,A design pattern that suggests using delegation instead of inheritance to avoid complications and confusion.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,445,0.85,concept
n_5d953405,Replace Subclass with Delegate,DesignPattern,A design pattern that suggests using delegation instead of inheritance to reduce coupling and improve flexibility.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,425,0.9,concept
n_ee72cde6,Move Field,DesignPattern,A refactoring pattern that moves a field from one class to another to enhance encapsulation and reduce dependencies.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,96,0.7,concept
n_f7fdc8b3,Extract Variable,DesignPattern,A refactoring technique that simplifies code by extracting a variable from an expression.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,385,0.9,concept
n_0e7d833f,Change Function Declaration,DesignPattern,A refactoring technique that modifies the parameters of a function to improve its usability.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,385,0.8,concept
n_eb40abd5,Remove Dead Code,DesignPattern,A refactoring technique that eliminates unused code to enhance code clarity and maintainability.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,385,0.8,concept
n_003aea47,ChargeCalculator,CodeStructure,A command class that calculates charges based on customer usage and provider connection charges.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,385,0.85,concept
n_a0560c92,charge function,CodeStructure,A top-level function that calculates the charge by instantiating the ChargeCalculator class.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,385,0.85,concept
n_cc064e9e,Replace Constructor with Factory Function,DesignPattern,"A design pattern that replaces constructor logic with a factory function to create instances, promoting separation of concerns.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,404,0.9,concept
n_0e78a383,Engineer,DDDConcept,"A subclass of Employee that represents an engineer, demonstrating the use of inheritance and polymorphism.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,404,0.75,concept
n_ae94be3c,Manager,DDDConcept,"A subclass of Employee that represents a manager, illustrating the use of inheritance in the employee hierarchy.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,404,0.75,concept
n_3f2f8db2,SpeciesDelegate,CodeStructure,"A class that delegates behavior to specific species implementations, promoting composition over inheritance.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,445,0.9,concept
n_ebe418ae,Bird,CodeStructure,A class representing a bird that utilizes delegation to manage species-specific behavior.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,445,0.9,concept
n_2068d9fd,createBird,CodeStructure,"A factory function that creates instances of the Bird class, demonstrating the Factory design pattern.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,445,0.8,concept
n_77a03aee,selectSpeciesDelegate,CodeStructure,A method in the Bird class that selects the appropriate species delegate based on the bird type.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,445,0.8,concept
n_6a3e7750,CatalogItem,DDDConcept,"Represents an entity in the domain model, encapsulating the title and tags of a catalog item.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,452,0.85,concept
n_105078d2,Scroll,DDDConcept,Represents an entity that holds a reference to a CatalogItem and its associated metadata.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,452,0.8,concept
n_63889cfb,Male,CodeStructure,Represents a subclass of Person that specifically handles male characteristics.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,414,0.8,concept
n_b719ce18,Female,CodeStructure,Represents a subclass of Person that specifically handles female characteristics.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,414,0.8,concept
n_932369c8,Extract Superclass,DesignPattern,Refactoring pattern that involves creating a superclass to unify common behavior among subclasses.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,414,0.75,concept
n_68f75f8c,genderCode,CodeStructure,Field in the Person class that represents the gender of the person.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,414,0.6,concept
n_f6859b40,createPerson,CodeStructure,Factory function that creates instances of Person based on input records.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,414,0.8,concept
n_058d2cde,Replace Constructor with Factory,DesignPattern,"A design pattern that replaces direct constructor calls with a factory method to create instances, promoting better encapsulation and flexibility.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,396,0.9,concept
n_6ec381b1,Pull Up Method,DesignPattern,A refactoring technique that moves a method from a subclass to a superclass to reduce code duplication and improve structure.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,396,0.8,concept
n_5136b107,Push Down Field,DesignPattern,Refactoring technique to move fields down the class hierarchy to ensure superclasses only hold common data.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,98,0.9,concept
n_094a173d,Party,DDDConcept,"A base class representing a common entity in the domain, which can be extended by other entities like Employee and Department.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,396,0.75,concept
n_1d17cb99,Department,DDDConcept,"A specific entity that extends Party, representing a department with attributes like name and staff.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,396,0.75,concept
n_22a9c2e3,PremiumBookingDelegate,CodeStructure,"A delegate class that handles premium booking-specific behaviors, allowing for separation of concerns.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,430,0.85,concept
n_8abe2e09,createPremiumBooking,CodeStructure,"Factory function that creates instances of PremiumBooking, encapsulating the creation logic.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,430,0.8,concept
n_0421bbd7,Booking,CodeStructure,"Base class for bookings, providing common properties and methods for all booking types.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,430,0.9,concept
n_63567898,hasTalkback,CodeStructure,"Getter method that determines if a booking has talkback features, demonstrating encapsulation of behavior.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,430,0.7,concept
n_7aedb070,hasDinner,CodeStructure,Getter method in PremiumBookingDelegate that checks for dinner options in premium bookings.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,430,0.7,concept
n_af227cd9,Favor Object Composition over Class Inheritance,DesignPrinciple,A principle advocating for the use of composition to achieve flexibility and reduce the risks associated with inheritance.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,425,0.85,concept
n_4a5a667e,Superclass,CodeStructure,"A class that is inherited from by one or more subclasses, providing a base for shared functionality.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,425,0.7,concept
n_2bbe4436,Delegate Class,CodeStructure,"A class that handles specific responsibilities delegated to it by another class, promoting separation of concerns.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,425,0.75,concept
n_9d12224f,Inline Variable,DesignPattern,"A refactoring technique that removes a variable and replaces its occurrences with the expression it holds, simplifying the code.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,411,0.7,concept
n_86d10750,Push Down Method,DesignPattern,Refactoring technique to move methods down the class hierarchy to reduce unused code in superclasses.,Refactoring.Improving.the.Design.of.Existing.Code.pdf,98,0.9,concept
n_d9027797,Introduce Parameter Object,DesignPattern,"A design pattern that creates a new object to group parameters together, simplifying method signatures and enhancing readability.",Refactoring.Improving.the.Design.of.Existing.Code.pdf,165,0.85,concept
n_2acca8cf,Is-A Relationship,DDDConcept,"A relationship in object-oriented design indicating inheritance, where one class is a specialized version of another.",SD princple and guidance slide.pdf,7,0.85,concept
n_71e23ec9,Has-A Relationship,DDDConcept,"A relationship in object-oriented design indicating composition, where one class contains instances of another class.",SD princple and guidance slide.pdf,7,0.85,concept
n_6b7c1b7f,Separation of Policy and Mechanism,DesignPrinciple,A design principle that advocates for separating the policy (what to do) from the mechanism (how to do it) to enhance flexibility.,SD princple and guidance slide.pdf,7,0.9,concept
n_309713b0,Program Families,CodeStructure,"A collection of related modules or subsystems that form a framework, facilitating the organization of related functionalities.",SD princple and guidance slide.pdf,7,0.8,concept
n_df9c715f,Compatibility,QualityAttribute,"Degree to which a product, system, or component can exchange information with other products, systems, or components.",software-architecture-in-practice-4.pdf,229,0.8,concept
n_178f9973,High-Level Prototyping,DesignPattern,A design approach that involves creating a prototype to validate design criteria before full implementation.,SD princple and guidance slide.pdf,11,0.8,concept
n_69b5d228,Component Dependency Structure,CodeStructure,A structure where dependencies between released components must form a Directed Acyclic Graph (DAG).,SD princple and guidance slide.pdf,11,0.8,concept
n_2e0320d3,Interface Layer,CodeStructure,A layer that separates different paradigms to prevent pollution of one side with the other.,SD princple and guidance slide.pdf,11,0.7,concept
n_188322cb,Consistency Between Representations,QualityAttribute,Ensuring that the final implementation is consistent with the high-level design.,SD princple and guidance slide.pdf,11,0.7,concept
n_da51d64b,Functional Fixedness,DesignPrinciple,"A cognitive bias that limits a person\'s ability to use an object only in the way it is traditionally used, impacting problem-solving in design.",SE_Design_Practice_Theory.pdf,27,0.7,concept
n_683887b5,Convergent Thinking,DesignPrinciple,"A thought process that narrows down multiple ideas into a single solution, important for finalizing design decisions.",SE_Design_Practice_Theory.pdf,27,0.6,concept
n_c420c2a0,Principles of Software Architecture,DesignPrinciple,Fundamental guidelines that inform the design and structure of software architecture.,SE_Design_Practice_Theory.pdf,9,0.9,concept
n_e318e19f,Architectural Styles and Patterns,ArchPattern,"Generic, reusable architectural solutions that guide software design and construction.",Software Engineering Design- Theory and Practice.pdf,96,0.9,concept
n_c60d79da,System Interfaces,CodeStructure,Defined points of interaction between different software components or systems.,SE_Design_Practice_Theory.pdf,9,0.8,concept
n_451dcec9,Major Components,CodeStructure,Key building blocks of a software system that define its architecture.,SE_Design_Practice_Theory.pdf,9,0.75,concept
n_becb130e,Problem Solving Framework,CodeStructure,A structured approach to problem-solving that can be applied during the design process.,SE_Design_Practice_Theory.pdf,25,0.8,concept
n_5a7024a4,Initial State,CodeStructure,The phase in problem-solving where problems are formulated and interpreted.,SE_Design_Practice_Theory.pdf,25,0.7,concept
n_29aea25b,Operational State,CodeStructure,A state pattern implementation that defines behavior for the operational state of the component.,Software Engineering Design- Theory and Practice.pdf,291,0.85,concept
n_cae8aac7,Goal State,CodeStructure,The final phase in problem-solving where a solution is found and the process concludes.,SE_Design_Practice_Theory.pdf,25,0.7,concept
n_b4e7e73c,Cohesiveness,QualityAttribute,"The degree to which the elements within a module belong together, contributing to the clarity and maintainability of the code.",SE_Design_Practice_Theory.pdf,32,0.85,concept
n_af363a8f,Software Component Interface,CodeStructure,Well-defined interfaces for software components that facilitate interaction and integration within the system.,SE_Design_Practice_Theory.pdf,32,0.9,concept
n_b082158e,Component Design,CodeStructure,"Models the internal structure and behavior of components, refining logical components into fine-grained elements.",Software Engineering Design- Theory and Practice.pdf,43,0.9,concept
n_79a483e6,Software Development Process,CodeStructure,"A structured approach to software development that includes phases such as requirements, design, implementation, and testing.",SE_Design_Practice_Theory.pdf,33,0.8,concept
n_f4827e0d,Human-Computer Interface Design,DesignPattern,"Design principles applied to optimize the interface between humans and computers, influencing usability.",Software Engineering Design- Theory and Practice.pdf,45,0.9,concept
n_b414bf08,Software Design Documentation,CodeStructure,A structured document that captures all necessary design information for software systems.,SE_Design_Practice_Theory.pdf,42,0.8,concept
n_31841d97,Operation Specification,CodeStructure,"Details regarding the operation name, parameter types, and return types in software design.",SE_Design_Practice_Theory.pdf,42,0.7,concept
n_81817339,Stakeholder Influence,DesignPrinciple,"The principle that design decisions must consider the needs and goals of various stakeholders, which can conflict.",SE_Design_Practice_Theory.pdf,36,0.8,concept
n_6b0b1cc3,Software Architect,CodeStructure,Responsible for designing the software architecture and ensuring it meets requirements.,SE_Design_Practice_Theory.pdf,45,0.9,concept
n_e7a7d15b,Component Designer,CodeStructure,"Focuses on detailed and construction designs, implementing software components.",SE_Design_Practice_Theory.pdf,45,0.85,concept
n_f7102e5b,Design Principles,DesignPrinciple,Fundamental guidelines that help in designing software systems effectively.,"Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf",512,0.9,concept
n_a3c56f99,Object-Oriented Design Patterns,DesignPattern,Patterns that provide solutions to common design problems in object-oriented programming.,SE_Design_Practice_Theory.pdf,45,0.75,concept
n_8aa20d8f,Abstraction Principle,DesignPrinciple,"A principle that guides the decomposition of systems based on behavior and data, essential for managing complexity.",SE_Design_Practice_Theory.pdf,48,0.9,concept
n_dc6a0c18,Encapsulation Principle,DesignPrinciple,A principle that enhances collaboration among modularized units by exposing only essential information and hiding implementation details.,SE_Design_Practice_Theory.pdf,48,0.9,concept
n_cf58bd69,Message Data Abstraction,CodeStructure,"A data abstraction representing various messages with attributes like ID, content, and format, simplifying data handling.",SE_Design_Practice_Theory.pdf,48,0.8,concept
n_1f16aed0,Send Procedural Abstraction,CodeStructure,"A procedural abstraction that denotes a series of operations for sending data, including connection management.",SE_Design_Practice_Theory.pdf,48,0.8,concept
n_b654e141,Coupling and Cohesion,DesignPrinciple,Design principles that emphasize the importance of minimizing dependencies between modules (coupling) while maximizing the relatedness of functionalities within a module (cohesion).,SE_Design_Practice_Theory.pdf,46,0.85,concept
n_562b93b2,Separation of Interface and Implementation,DesignPrinciple,A principle that emphasizes the need to separate the interface of a module from its implementation to enhance flexibility and maintainability.,Software Engineering Design- Theory and Practice.pdf,53,0.85,concept
n_0dcd7e83,Sufficiency and Completeness,DesignPrinciple,Design principles that ensure that a system has all necessary components and functionalities to meet its requirements.,SE_Design_Practice_Theory.pdf,46,0.75,concept
n_137ee3b9,Functional Cohesion,DesignPrinciple,"A type of cohesion where all tasks in a module contribute to a single function, indicating strong module design.",SE_Design_Practice_Theory.pdf,50,0.8,concept
n_4176db20,Structured Design,ArchPattern,"An architectural pattern that emphasizes decomposing software systems into independent, single-purpose modules using a top-down approach.",SE_Design_Practice_Theory.pdf,53,0.9,concept
n_7c70bea9,Aspect-Oriented Design,ArchPattern,A method for constructing software using aspects to handle cross-cutting concerns.,swebok-v4.pdf,94,0.9,concept
n_eba67ee9,Component-Based Design,ArchPattern,An architectural style that emphasizes the design of software systems as a composition of reusable components.,SE_Design_Practice_Theory.pdf,53,0.8,concept
n_41249dc1,Data Structure-Based Design,ArchPattern,An architectural approach that focuses on the organization and manipulation of data structures within software systems.,SE_Design_Practice_Theory.pdf,53,0.7,concept
n_ee0c61c8,Content Coupling,QualityAttribute,"A type of coupling where one module directly accesses the content of another module, leading to high interdependence.",SE_Design_Practice_Theory.pdf,55,0.75,concept
n_4331d919,Heuristic Evaluation,DesignPattern,A usability inspection method for user interfaces that helps identify usability problems in the design.,SE_Design_Practice_Theory.pdf,55,0.8,concept
n_47490b41,User Interface Design,DesignPattern,"The process of creating user interfaces that facilitate interaction between users and software systems, focusing on usability and efficiency.",Software Engineering Design- Theory and Practice.pdf,318,0.9,concept
n_4afa80e7,Algorithm,CodeStructure,"A step-by-step procedure or formula for solving a problem, often used in software design.",SE_Design_Practice_Theory.pdf,55,0.8,concept
n_271aa2fd,Heuristic,CodeStructure,A practical approach to problem-solving that employs a method not guaranteed to be optimal but sufficient for reaching an immediate goal.,SE_Design_Practice_Theory.pdf,55,0.75,concept
n_b6ffb607,Minimum coupling,DesignPrinciple,A design principle that emphasizes reducing dependencies between components to enhance modularity.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,3,0.8,concept
n_0e16d601,Maximum cohesion,DesignPrinciple,A design principle that encourages components to be highly focused on a single task or responsibility.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,3,0.8,concept
n_7b3f9a1e,Information hiding,DesignPrinciple,A design principle that promotes encapsulation by restricting access to the internal details of a component.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,3,0.8,concept
n_5a7a38f2,Central Booking System,CodeStructure,"The main component that manages car reservations and member interactions, central to the functionality of the car club.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,19,0.9,concept
n_4e6aea3a,Mobile Application,CodeStructure,"The application used by members to interact with the booking system, crucial for user experience and system accessibility.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,19,0.85,concept
n_878bcbcc,Orthogonality,DesignPrinciple,"A design principle that promotes independence among components, reducing interdependencies.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,41,0.75,concept
n_a6b264e5,Ill-Structured Problems (ISP),DDDConcept,"Problems that do not have a clear solution path, requiring creative and adaptive design approaches.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,41,0.7,concept
n_87bfda18,Layers,ArchPattern,"An architectural pattern that organizes software into layers, each with specific responsibilities.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,9,0.9,concept
n_abf3a7c6,Software Services,CodeStructure,"A design concept that focuses on creating reusable services that can be accessed over a network, promoting loose coupling and scalability.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,12,0.8,concept
n_eb269afb,Reusable Components,CodeStructure,Components that can be reused in different contexts to reduce design effort and speed up development.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,70,0.9,concept
n_9b11b100,Satisficing,DesignPrinciple,"A decision-making strategy where a satisfactory solution is sought rather than the optimal one, often due to constraints.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,70,0.8,concept
n_0f410b4b,Agile Methods,ArchPattern,"An architectural approach that emphasizes flexibility and iterative development, allowing for opportunistic design strategies.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,70,0.85,concept
n_e6178066,Robustness,QualityAttribute,A quality attribute that refers to the ability of a software architecture to handle changes and maintain functionality.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,108,0.8,concept
n_1dd1922f,Data-Centered Repository Architectural Style,ArchPattern,"An architectural style focused on a central mechanism for persistent information storage, allowing manipulation by external processing units.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,101,0.85,concept
n_2aaa982b,Global Variables,CodeStructure,"Variables that are accessible across multiple sub-programs, often used for data sharing but can lead to tight coupling.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,101,0.7,concept
n_eddd12e2,Client-Server System,ArchPattern,"An architectural pattern where a server provides resources or services to multiple clients, emphasizing separation of concerns.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,101,0.75,concept
n_54e7c4c3,Data-Centered Repository Style,ArchPattern,"An architectural style that focuses on a central knowledge base for managing information, suitable for data management systems.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,103,0.85,concept
n_bc08a931,Architectural Design Patterns,ArchPattern,"Patterns that describe the overall form of a system, providing solutions to recurring design challenges.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,103,0.8,concept
n_a96b607a,Service-Oriented Applications,ArchPattern,"An architectural style that allows services to communicate over a network, promoting loose coupling and reusability.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,103,0.7,concept
n_931ed444,Pipe-and-Filter Architectural Style,ArchPattern,An architectural pattern that breaks a system into a series of processing steps (filters) connected by data streams (pipes).,Software Design – Creating Solutions for Ill-Structured Problems.pdf,85,0.8,concept
n_6cc5bcd3,Call-and-Return Architectural Style,ArchPattern,An architectural style where components communicate by calling each other and returning results.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,85,0.8,concept
n_8f794bcc,Broker,ArchPattern,Used to structure the interaction of distributed systems with highly decoupled components.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,105,0.9,concept
n_b97334d7,Data Flow Diagram (DFD),DesignPattern,"A visual representation used to model the flow of data within a system, emphasizing the transfer of information rather than the form of data.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,139,0.9,concept
n_ec85e887,Data-Centric Application,ArchPattern,"An architectural style focused on the management and processing of data, often utilizing data flow diagrams for modeling.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,139,0.8,concept
n_28dcd0bf,Entity-Relationship Diagram,DDDConcept,"A diagram that models the relationships between entities in a system, foundational for data modeling.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,147,0.9,concept
n_f2bbdf9f,Attribute,DDDConcept,"A property or characteristic of an entity, used to define its data structure.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,147,0.7,concept
n_7165274a,STT (State Transition Table),DesignPattern,"A table used to model the states and transitions of a system, aiding in verification and validation.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,147,0.8,concept
n_14feaed2,State Transition Diagram,DesignPattern,"A diagram that models the states of an entity and the transitions between those states, useful for behavioral modeling.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,144,0.9,concept
n_91686615,Transition Condition,DDDConcept,"Conditions that must be met for a transition to occur, important for defining state changes.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,144,0.6,concept
n_3bbcd8f1,Transition Action,DDDConcept,"Actions that may occur as a result of a state transition, providing insight into the behavior of the system.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,144,0.6,concept
n_d8f382fe,Data-Flow Diagram (DFD),DesignPattern,"A diagram that represents the flow of data within a system, showing how data moves between processes and data stores.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,122,0.8,concept
n_2a793f22,Entity-Relationship Diagram (ERD),DesignPattern,"A diagram that shows the relationships between entities in a database, crucial for domain modeling.","Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf",332,0.85,concept
n_92fcd87e,State Transition Diagram (STD),DesignPattern,A behavioral diagram that models the states of an entity or system and transitions between those states.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,122,0.8,concept
n_5d04a027,Finite-State Machine,DesignPattern,"A design pattern used to manage states and transitions in systems, relevant for the packet sniffer\'s operation.",The Architecture of Open Source Applications 2.pdf,78,0.9,concept
n_99960f31,Library Component,CodeStructure,"A reusable piece of code that provides specific functionality, often abstracted for ease of use.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,152,0.7,concept
n_d38717be,Coupling Between Objects (CBO),QualityAttribute,"A metric indicating the degree of interdependence between classes, affecting modularity and reuse.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,162,0.8,concept
n_20c51b5f,Methods,CodeStructure,Functions defined within an object that operate on the object\'s state and provide its behavior.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,159,0.7,concept
n_eb33cea2,Network of Objects,CodeStructure,"A design structure where objects interact with each other, forming a network rather than a hierarchical tree.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,159,0.65,concept
n_651ebdcf,Statechart Formalism,DesignPattern,"A modeling tool used to represent states and transitions in a system, particularly useful in object-oriented design.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,181,0.9,concept
n_5eb34864,Object Collaboration,DesignPrinciple,"A principle that emphasizes the interaction between objects in a system, crucial for designing loosely coupled architectures.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,181,0.8,concept
n_caf78a82,Object-Oriented Style,ArchPattern,"An architectural style that uses objects to represent data and behavior, promoting encapsulation and interaction.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,171,0.9,concept
n_d06dc2ba,Call-and-Return,ArchPattern,"An architectural pattern that structures programs as a series of calls to sub-programs, facilitating straightforward mapping to procedural languages.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,171,0.8,concept
n_4c3880bb,Method,CodeStructure,A function defined within a class that describes the behavior of an object.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,171,0.8,concept
n_b8028351,Statechart,DesignPattern,"A design pattern used to model the states and transitions of an object, particularly useful in representing complex behaviors in systems.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,179,0.9,concept
n_53e7d78c,Hierarchical Statechart,DesignPattern,"An extension of the Statechart pattern that allows for the encapsulation of states within states, enabling a more organized representation of state transitions.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,179,0.85,concept
n_afedf9af,Transition,CodeStructure,"A design pattern that defines the movement from one state to another in a state machine, including guard conditions and actions.","Systems Analysis and Design in - John W. Satzinger, Robert B. Ja.pdf",150,0.85,concept
n_d4f5d736,Component-Based Software Engineering (CBSE),ArchPattern,An architectural pattern that focuses on the design and development of software systems using reusable components.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,194,0.9,concept
n_68782f72,Software Component,CodeStructure,A modular part of a system that encapsulates a set of related functions and can be reused across different applications.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,194,0.85,concept
n_d674e019,Software Service,CodeStructure,"A software component that provides functionality over a network, typically hosted externally and designed for reuse.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,194,0.8,concept
n_63965004,Reusable Software Blocks,CodeStructure,Pre-existing chunks of software designed for reuse in application development.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,194,0.75,concept
n_4dc2dc2c,Empirical Knowledge about Components,DesignPrinciple,Insights and best practices derived from experience in modeling and designing software components.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,194,0.7,concept
n_0ef9d2d2,Empirical Knowledge about Services,DesignPrinciple,Insights and best practices derived from experience in modeling and designing software services.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,194,0.7,concept
n_2ae733d8,Call-and-return architectural style,ArchPattern,An architectural style where components communicate by calling each other and returning results.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,9,0.8,concept
n_10fabeb9,Data-centred repository architectural style,ArchPattern,An architectural style that focuses on a central data repository accessed by various components.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,9,0.85,concept
n_5a52e5e5,Design model,DesignPattern,A representation of the software architecture that outlines the structure and behavior of the system.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,9,0.7,concept
n_1833509a,Data-flow diagram (DFD),DesignPattern,"A diagram that represents the flow of data within a system, showing how inputs are transformed into outputs.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,9,0.75,concept
n_206e8964,State transition diagram (STD),DesignPattern,A diagram that models the states of a system and the transitions between those states.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,9,0.75,concept
n_a52c0972,Entity-relationship diagram (ERD),DesignPattern,A diagram that illustrates the relationships between entities in a database.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,9,0.8,concept
n_eabb654e,Structure chart,DesignPattern,"A diagram that represents the hierarchical structure of a software system, showing the relationships between modules.",Software Design – Creating Solutions for Ill-Structured Problems.pdf,9,0.7,concept
n_e9989db5,Car,DDDConcept,Represents an entity in the domain model with attributes and methods related to car management.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,176,0.9,concept
n_c40ec187,reserve(),CodeStructure,Method associated with the Car entity for reserving a car.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,176,0.8,concept
n_96704af6,release(),CodeStructure,Method associated with the Car entity for releasing a reserved car.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,176,0.8,concept
n_2a99f132,beginHire(),CodeStructure,Method associated with the Car entity to initiate the hiring process.,Software Design – Creating Solutions for Ill-Structured Problems.pdf,176,0.8,concept
